address,city,county,state,zip,rent,bedrooms,bath_full,bath_partial,garage,description
1088 Pinehurst St,Chapel Hill,Orange,NC,27514,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
30 W 80th St #1995,San Carlos,San Mateo,CA,94070,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
20932 Hedley St,Concord,Contra Costa,CA,94520,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2737 Pistorio Rd #9230,London,Madison,OH,43140,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
74989 Brandon St,Wellsville,Allegany,NY,14895,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6 Kains Ave,Baltimore,Baltimore City,MD,21215,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
47565 W Grand Ave,Newark,Essex,NJ,7105,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4284 Dorigo Ln,Chicago,Cook,IL,60647,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6794 Lake Dr E,Newark,Essex,NJ,7104,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
31 Douglas Blvd #950,Clovis,Curry,NM,88101,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
44 W 4th St,Staten Island,Richmond,NY,10309,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
11279 Loytan St,Jacksonville,Duval,FL,32254,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
69 Marquette Ave,Hayward,Alameda,CA,94545,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
70 W Main St,Beachwood,Cuyahoga,OH,44122,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
461 Prospect Pl #316,Euless,Tarrant,TX,76040,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
47154 Whipple Ave Nw,Gardena,Los Angeles,CA,90247,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
37 Alabama Ave,Evanston,Cook,IL,60201,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
3777 E Richmond St #900,Akron,Summit,OH,44302,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
3 Fort Worth Ave,Philadelphia,Philadelphia,PA,19106,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4800 Black Horse Pike,Burlingame,San Mateo,CA,94010,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
